RespondentId,Q23. In the past 12 months have you had a permanent address?,"Q27_1:Supplemental Nutrition Assistance Program (SNAP) also known as Food StampsA program, which provides nutrition, benefits to supplement the food budget of needy families so they can purchase healthy food and move towards self-sufficiency. (fns.usda.gov)","Q27_2:Temporary Assistance for Needy Families (TANF)A program, which provides families with monthly cash/financial assistance and support services. May include childcare, job preparation, and work assistance. (benefits.gov)","Q27_3:Women Infant and Children (WIC)A program provides foods, health referrals, and nutrition education for low-income women, infants, and children up to age five who are at nutritional risk. (fns.usda.gov)","Q27_4:MedicaidA health insurance program, which provides coverage to eligible low-income adults, children, pregnant women, elderly, and people with disabilities. (medicaid.gov)","Q27_5:Social Security Income (SSI)Monthly benefits to people with limited income and resources who are disabled, blind, or age 65 or older. (ssa.gov)","Q27_6:Military/Veteran ServicesBenefits such as financial and other forms of assistance provided to veterans, their dependents, and survivors. (va.gov)",Q27_7:Unemployment BenefitsFinancial support for individuals that lost their job and meet eligibility requirements. (twc.texas.gov),Q27_8:None,Q27_9:Other,Q29_1:Free emergency food,Q29_2:Free emergency rent assistance,"Q29_3:Free guidance to apply for government food programs (SNAP, WIC, etc)","Q29_4:Free guidance to apply for government housing programs (rent assistance, etc)","Q29_5:Free guidance to apply for other government programs (TANF, etc)",Q29_6:Dont Know Any,Q30_1:Free emergency food,Q30_2:Free emergency rent assistance,"Q30_3:Free guidance to apply for government food programs (SNAP, WIC, etc)","Q30_4:Free guidance to apply for government housing programs (rent assistance, etc)","Q30_5:Free guidance to apply for other government programs (TANF, etc)",Q30_6:None,"Q31. For UTEP students, how difficult is it to get emergency food assistance?",Q32_1:Lack of information (it's not clear which sites offer emergency food assistance),Q32_2:Lack of transportation,Q32_3:The sites are located too far away,Q32_4:The sites have inconvenient hours of operation,Q32_5:It is too uncomfortable to pick up emergency food assistance,Q32_6:None,Q34_1:UTEP Food Pantry,Q34_2:Kelly Center for Hunger Relief,Q34_3:El Pasoans Fighting Hunger Food Bank,Q34_4:Another food pantry or food bank,"Q41. How often have you found it difficult to concentrate on your schoolwork because you are worried about paying for food, rent, transportation, or other necessities?","Q42. Have you had to delay the completion of your degree, because you did not have enough money for food, rent, transportation or other necessities?","Q43. How often do you think about delaying the completion of your degree, because you do not have enough money for food, rent, transportation or other necessities?","Q46. In general, how would you rate your mental health, including your mood and your ability to think?","Q48. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Attended a protest or rally","Q49. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Attended a meeting about an issue facing your local community or schools","Q50. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Wrote and posted political messages online","Q51. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Bought or avoided a product because of the company's social or political values",PermAdd,GovAss,AvailRes,MoreAvailRes,DiffLvlFA,ChallFA,EmergFood,DiffConcentrate,DelayComplDegree,TimeDelayComplDegree,RateMentalHealth,AttendProtest,AttendLocalComm,PoliticMess,CompValues
95874019,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,5,1,2,3,4,5,NA,NA,NA,NA,NA,3,3,2,3,1,1,1,2,Yes,15,1,1 2 3 4 5,I am not sure,1 2 3 4 5,,About once a month,No,Sometimes,Good,Never,Never,Never,Once
95874211,2,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,1,1,1,1,No,15,1,1 2 3,I am not sure,2,,About once a month,No,Sometimes,Fair,Never,Never,Never,Never
95874740,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,NA,2,NA,4,NA,NA,5,1,NA,3,4,NA,NA,NA,NA,NA,NA,3,3,3,3,1,2,2,1,Yes,1 7,3 4 5,2 4,I am not sure,1 3 4,,About once a month,No,Never,Good,Never,Once,Once,Never
95875268,1,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,3,4,5,NA,1,2,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,1,NA,3,NA,1,1,1,4,1,3,1,1,Yes,13,1 3 4 5,1 2,A little difficult,1 2,1 3,Almost every day,"Yes, by 2 semesters or more",Often,Fair,Never,A few times,Never,Never
95876837,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,3,1,2,3,4,NA,NA,NA,NA,NA,4,3,3,2,4,NA,NA,NA,NA,Yes,15,1,2 4,A little difficult,1 2 3 4,4,About once a month,No,Sometimes,Fair,NA,NA,NA,NA
95877500,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,NA,1,Yes,15,1,3,I am not sure,1,,Never,No,Never,Good,Never,Never,NA,Never
95877701,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,3,3,4,4,1,4,4,Yes,1,,1 2 3 4 5,I am not sure,1 5,,Never,No,Never,Fair,Several times,Never,Several times,Several times
95877803,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,2,NA,4,5,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,1,1,1,Yes,15,,2 4 5,A little difficult,2,,Almost every day,"Yes, by 2 semesters or more",Often,Poor,Never,Never,Never,Never
95881246,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,2,3,2,3,1,1,1,4,Yes,15,1,2,I am not sure,1,1,About once a week,No,Sometimes,Good,Never,Never,Never,Several times
95881289,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,4,5,NA,1,2,3,4,5,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,1,Yes,15,1 3 4 5,1 2 3 4 5,I am not sure,2,,Never,No,Never,Fair,Never,Never,Never,Never
95881293,1,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,4,5,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,2,2,2,1,Yes,11,1,1 3 4 5,Moderately difficult,1 2 3,,Never,No,Never,Fair,Once,Once,Once,Never
95881377,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,1,NA,NA,3,NA,NA,NA,NA,NA,3,NA,4,3,3,2,1,1,1,1,Yes,15,1 2 3 4 5,1 2 3 4 5,Very difficult,3,3,Never,No,Never,Vert Good,Never,Never,Never,Never
95882084,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,NA,4,NA,TRUE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,1,Yes,15,,1 2 4 1,Very difficult,1,,Almost every day,"Yes, by 2 semesters or more",Often,Fair,Never,Never,Never,Never
95882294,2,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,5,NA,NA,NA,3,4,3,3,3,3,1,1,1,3,No,5 7,,1 2 3 4 5,I am not sure,1 5,3 4,About once a month,No,Never,Good,Never,Never,Never,A few times
95882459,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,1,Yes,15,,1 2 3,I am not sure,5,,Never,No,Never,Fair,Never,Never,Never,Never
95883855,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,3,Yes,15,,1 2 3 4 5,I am not sure,1,,About once a month,No,Never,Excellent,Never,Never,Never,A few times
95884561,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,5,1,2,NA,NA,5,NA,1,NA,NA,NA,1,3,3,5,1,1,1,3,Yes,15,1,2 3 4 5,I am not sure,1 2 5,1,Almost every day,No,Never,Poor,Never,Never,Never,A few times
95884796,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,1,NA,NA,NA,2,2,2,2,3,4,4,3,Yes,15,1,1 2,Moderately difficult,3,1,About once a week,"Yes, by 1 semester",Sometimes,Vert Good,A few times,Several times,Several times,A few times
95885812,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,NA,NA,3,4,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,5,1,1,Yes,15,1 2 3 4 5,3 4,Very difficult,1 3,,Never,No,Never,Vert Good,Never,A lot,Never,Never
95886107,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,3,1,2,NA,NA,5,NA,1,NA,NA,NA,2,3,3,1,1,1,1,1,Yes,7,1,2 3 4 5,A little difficult,1 2 5,1,About once a week,No,Never,Excellent,Never,Never,Never,Never
95889615,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,1,1,1,1,Yes,15,1,2 3,I am not sure,1 2,,Never,No,Sometimes,Vert Good,Never,Never,Never,Never
95889632,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,1,3,1,5,3,4,3,5,Yes,15,,1 2 3 4 5,I am not sure,1,,Almost every day,No,Often,Poor,A few times,Several times,A few times,A lot
95891758,1,1,NA,NA,7,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,1,2,NA,NA,NA,NA,3,1,NA,3,NA,5,NA,NA,NA,3,4,1,2,1,4,1,1,1,1,Yes,1 7,1 3,1 2,A little difficult,1 3 5,3 4,Almost every day,"Yes, by 1 semester",Often,Fair,Never,Never,Never,Never
95893449,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,3,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,1,Yes,7,1 3,3 4,I am not sure,1,,Never,No,Never,Good,Never,Never,Never,Never
95893713,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,1,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,,1,I am not sure,1 2 3 4 5,,NA,NA,NA,NA,NA,NA,NA,NA
95893725,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,3,3,2,3,1,1,1,1,No,15,,1,I am not sure,1,,About once a month,No,Sometimes,Good,Never,Never,Never,Never
95893981,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3,2,3,1,1,1,4,No,15,,1 2 3 4 5,A little difficult,1,1,About once a month,No,Sometimes,Good,Never,Never,Never,Several times
95894972,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,NA,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,3,3,2,1,1,1,1,Yes,15,1,2 3 4,A little difficult,1 5,,About once a month,No,Never,Vert Good,Never,Never,Never,Never
95894975,1,1,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,5,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,3,Yes,1 5 7,,1 2,I am not sure,1 3,,Almost every day,"Yes, by 2 semesters or more",Often,Good,Never,Never,Never,A few times
95896056,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,1,3,Yes,7,,1 2 3 4 5,I am not sure,1,,About once a month,No,Never,Vert Good,Never,Never,Never,A few times
95896476,1,NA,NA,NA,NA,NA,11,NA,NA,NA,1,2,3,4,5,NA,NA,NA,NA,4,5,NA,4,1,NA,3,NA,NA,NA,NA,NA,NA,4,4,3,3,2,3,3,1,3,Yes,11,1 2 3 4 5,4 5,Not difficult at all,1 3,4,Never,No,Never,Vert Good,A few times,A few times,Never,A few times
95897411,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,4,3,3,5,1,1,1,1,Yes,15,,1,I am not sure,1,,Never,No,Never,Poor,Never,Never,Never,Never
95897430,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,1,2,3,4,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,1,Yes,7,1,1 2,I am not sure,1 2 3 4,,Never,No,Never,Fair,Never,Never,Never,Never
95897433,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,2,1,3,Yes,15,,1 2 3 4 5,I am not sure,1,,Never,No,Never,Vert Good,Never,Once,Never,A few times
95897471,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,2,3,4,5,NA,5,1,2,3,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,2,1,3,Yes,1,3,1 2 3 4 5,I am not sure,1 2 3,,Never,No,Never,Vert Good,Never,Once,Never,A few times
95897513,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,3,3,2,5,4,4,3,Yes,15,,1,I am not sure,5,,About once a month,No,Never,Vert Good,A lot,Several times,Several times,A few times
95897833,1,1,NA,NA,7,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,3,4,5,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,3,3,3,1,2,3,4,Yes,1 7,1 2,1 2 3 4 5,A little difficult,1 5,,Never,No,Never,Good,Never,Once,A few times,Several times
95897837,1,NA,NA,NA,7,NA,NA,13,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,5,1,NA,NA,4,5,NA,NA,NA,3,NA,2,3,2,5,3,5,5,3,Yes,7 13,1,1 2 3 4 5,I am not sure,1 4 5,3,About once a week,No,Sometimes,Poor,A few times,A lot,A lot,A few times
95897849,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,3,1,2,3,4,NA,NA,NA,NA,NA,NA,1,3,2,4,3,3,4,4,Yes,15,1,1 2 3 4 5,A little difficult,1 2 3 4,,Almost every day,No,Sometimes,Fair,A few times,A few times,Several times,Several times
95897851,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,NA,NA,NA,NA,2,3,4,NA,NA,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,5,4,Yes,15,1 2 3,2 3 4,A little difficult,1 2 3,,About once a month,No,Sometimes,Good,A few times,A few times,A lot,Several times
95898246,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,4,1,1,1,NA,Yes,15,1,4 5,Not difficult at all,1,,Never,"Yes, by 1 semester",Often,Fair,Never,Never,Never,NA
95899807,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,NA,NA,NA,1,2,3,4,5,NA,2,1,2,3,4,5,NA,NA,NA,NA,NA,4,3,3,4,1,3,1,2,Yes,15,3,1 2 3 4 5,Moderately difficult,1 2 3 4 5,,Never,No,Never,Fair,Never,A few times,Never,Once
95899813,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,2,NA,NA,5,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,Yes,15,1,2,I am not sure,2 5,,About once a month,No,Never,Good,Never,Never,Never,Never
95899816,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,1,1,Yes,15,,1 2 3 4 5,I am not sure,1,,About once a month,No,Never,Vert Good,Never,Never,Never,Never
95899817,1,1,NA,5,NA,NA,NA,NA,NA,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,5,1,2,3,4,5,NA,NA,NA,NA,NA,4,3,2,3,1,1,4,4,Yes,1 5,1 2 3 4 5,1 2 3 4 5,I am not sure,1 2 3 4 5,,Never,No,Sometimes,Good,Never,Never,Several times,Several times
95899819,1,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,3,Yes,9 11,,1 2 3 4 5,I am not sure,1 5,,Never,No,Never,Good,Never,Never,Never,A few times
95899822,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,1,1,1,Yes,15,1 2 3 4 5,1 2 3 4,I am not sure,1,,About once a week,"Yes, by 1 semester",Sometimes,Good,Never,Never,Never,Never
95899826,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,NA,3,4,NA,NA,1,NA,3,NA,1,2,2,3,3,3,3,2,Yes,1,1,3,Moderately difficult,1 3 4,1 3,Almost every day,"Yes, by 1 semester",Sometimes,Good,A few times,A few times,A few times,Once
95899828,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,3,Yes,16,16,1 2 3 4 5,I am not sure,1,,Never,No,Never,Good,Never,Never,Never,A few times
95899839,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,2,1,3,1,1,1,1,Yes,15,,2,Not difficult at all,5,,About once a week,"Yes, by 1 semester",Often,Good,Never,Never,Never,Never
95899844,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,1,1,2,3,4,5,NA,NA,NA,NA,NA,2,2,2,3,1,3,1,3,Yes,15,,1 2 3 4 5,Very difficult,1 2 3 4 5,,About once a week,"Yes, by 1 semester",Sometimes,Good,Never,A few times,Never,A few times
95899845,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2,3,2,4,1,1,1,1,Yes,15,,1,I am not sure,1,,About once a week,No,Sometimes,Fair,Never,Never,Never,Never
95899848,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,2,1,1,Yes,15,1 2,1 2,Very difficult,1,,Almost every day,No,Often,Excellent,Never,Once,Never,Never
95899853,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,3,1,1,1,1,Yes,15,,1 2 3 4 5,I am not sure,1,3,About once a month,No,Never,Good,Never,Never,Never,Never
95899856,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,2,4,1,1,1,1,Yes,1,3,2 4,A little difficult,1,3,About once a week,"Yes, by 2 semesters or more",Sometimes,Fair,Never,Never,Never,Never
95899866,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,2,NA,2,3,4,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,1,1,Yes,9,,1,Moderately difficult,2 3 4,,About once a week,No,Sometimes,Fair,Never,Never,Never,Never
95899875,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,4,5,NA,1,2,3,4,5,NA,5,1,2,NA,NA,5,NA,NA,NA,NA,NA,2,3,3,5,1,1,1,1,Yes,15,3 4 5,1 2 3 4 5,I am not sure,1 2 5,,About once a week,No,Never,Poor,Never,Never,Never,Never
95899878,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,5,Yes,15,1 3,1,I am not sure,1,,About once a month,No,Never,Good,Never,Never,Never,A lot
95899888,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,4,1,1,1,4,2,3,2,4,No,15,,1 2 3 4 5,A little difficult,1 5,4,Almost every day,"Yes, by 2 semesters or more",Often,Fair,Once,A few times,Once,Several times
95899890,1,1,NA,NA,7,9,NA,13,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,5,1,2,NA,NA,NA,NA,1,NA,3,NA,1,3,1,3,1,1,1,3,Yes,1 7 9 13,1,1 2 3 4 5,I am not sure,1 2,1 3,Almost every day,No,Often,Good,Never,Never,Never,A few times
95899892,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,1,1,1,1,Yes,15,1,1 2,I am not sure,2,,Almost every day,No,Never,Good,Never,Never,Never,Never
95899898,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,3,4,5,Yes,15,,1,I am not sure,1,,Never,No,Never,Vert Good,Once,A few times,Several times,A lot
95899903,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,1,1,1,2,1,Yes,15,,1 2 3 4 5,Very difficult,1,4,About once a week,"Yes, by 2 semesters or more",Sometimes,Excellent,Never,Never,Once,Never
95899904,1,1,NA,5,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,3,Yes,1 5 7,1,3 4 5,A little difficult,1 2,,Never,No,Never,Good,Never,Never,Never,A few times
95899907,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,1,Yes,15,,1 2,I am not sure,1,,Never,No,Never,Good,Never,Never,Never,Never
95899914,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,NA,1,2,NA,NA,5,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,4,3,3,1,1,1,1,1,Yes,1,1 2 3 4 5,1 2 5,I am not sure,1,,Never,No,Never,Excellent,Never,Never,Never,Never
95899917,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,2,3,4,5,NA,NA,NA,NA,NA,4,3,3,1,1,1,1,1,Yes,1 7,,1 2 3 4 5,I am not sure,1 2 3 4 5,,Never,No,Never,Excellent,Never,Never,Never,Never
95899919,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,1,3,Yes,15,1,4,I am not sure,1,,About once a month,No,Never,Vert Good,Once,Once,Never,A few times
95899920,2,1,NA,NA,7,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,3,4,5,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,4,1,1,1,2,3,2,1,1,No,1 7,1 2,1 2 3 4 5,I am not sure,1,4,Almost every day,"Yes, by 2 semesters or more",Often,Vert Good,A few times,Once,Never,Never
95899923,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,3,2,3,1,1,1,1,Yes,15,1,1,Not difficult at all,5,,About once a month,No,Sometimes,Good,Never,Never,Never,Never
95899929,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,2,3,1,2,Yes,7,1,2 3 4 5,I am not sure,1,,About once a week,No,Sometimes,Fair,Once,A few times,Never,Once
95899931,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,3,4,5,NA,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,2,3,4,Yes,5 7,5,2 3 4 5,A little difficult,1 2 3,,Never,No,Never,Vert Good,Once,Once,A few times,Several times
95899934,1,NA,NA,NA,NA,NA,NA,13,NA,NA,1,2,3,4,5,NA,NA,NA,NA,NA,NA,TRUE,3,1,2,3,NA,5,NA,NA,NA,NA,NA,4,3,3,3,3,2,5,3,Yes,13,1 2 3 4 5,1,A little difficult,1 2 3 5,,Never,No,Never,Good,A few times,Once,A lot,A few times
95899935,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,2,NA,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,1,1,1,Yes,15,,2 4 5,I am not sure,1,,About once a month,"Yes, by 1 semester",Sometimes,Good,Never,Never,Never,Never
95899937,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,1,1,2,3,4,5,NA,NA,NA,NA,NA,1,3,1,5,1,1,1,3,Yes,15,,1 2 3 4 5,Very difficult,1 2 3 4 5,,Almost every day,No,Often,Poor,Never,Never,Never,A few times
